,time,bettype,target,line,decimalodds
0,2023-04-29 00:03:30.796654,Puck Line,DAL Stars,-140,1.71428572
1,2023-04-29 00:03:30.796654,Puck Line,MIN Wild,+110,2.1
2,2023-04-29 00:03:30.796654,Null,Null,Null,0.0
3,2023-04-29 00:03:30.796654,Null,Null,Null,0.0
4,2023-04-29 00:03:30.796654,Moneyline,DAL Stars,-12500,1.008
5,2023-04-29 00:03:30.796654,Moneyline,MIN Wild,+2000,21.0
6,2023-04-29 00:03:30.796654,Puck Line,COL Avalanche,-130,1.76923077
7,2023-04-29 00:03:30.796654,Puck Line,SEA Kraken,+100,2.0
8,2023-04-29 00:03:30.796654,Total,Over,+120,2.2
9,2023-04-29 00:03:30.796654,Total,Under,-150,1.66666667
10,2023-04-29 00:03:30.796654,Moneyline,COL Avalanche,-2100,1.04761905
11,2023-04-29 00:03:30.796654,Moneyline,SEA Kraken,+1000,11.0
12,2023-04-29 00:03:30.796654,Puck Line,NJ Devils,-230,1.43478261
13,2023-04-29 00:03:30.796654,Puck Line,NY Rangers,+195,2.95
14,2023-04-29 00:03:30.796654,Total,Over,+100,2.0
15,2023-04-29 00:03:30.796654,Total,Under,-120,1.83333334
16,2023-04-29 00:03:30.796654,Moneyline,NJ Devils,+105,2.05
17,2023-04-29 00:03:30.796654,Moneyline,NY Rangers,-125,1.8
18,2023-04-29 00:03:30.796654,Puck Line,TOR Maple Leafs,-260,1.38461539
19,2023-04-29 00:03:30.796654,Puck Line,TB Lightning,+220,3.2
20,2023-04-29 00:03:30.796654,Total,Over,-110,1.90909091
21,2023-04-29 00:03:30.796654,Total,Under,-110,1.90909091
22,2023-04-29 00:03:30.796654,Moneyline,TOR Maple Leafs,-110,1.90909091
23,2023-04-29 00:03:30.796654,Moneyline,TB Lightning,-110,1.90909091
24,2023-04-29 00:03:30.796654,Puck Line,EDM Oilers,+140,2.4
25,2023-04-29 00:03:30.796654,Puck Line,LA Kings,-165,1.60606061
26,2023-04-29 00:03:30.796654,Total,Over,-130,1.76923077
27,2023-04-29 00:03:30.796654,Total,Under,+110,2.1
28,2023-04-29 00:03:30.796654,Moneyline,EDM Oilers,-170,1.5882353
29,2023-04-29 00:03:30.796654,Moneyline,LA Kings,+145,2.45
30,2023-04-29 00:03:30.796654,Puck Line,FLA Panthers,-125,1.8
31,2023-04-29 00:03:30.796654,Puck Line,BOS Bruins,+105,2.05
32,2023-04-29 00:03:30.796654,Total,Over,-120,1.83333334
33,2023-04-29 00:03:30.796654,Total,Under,+100,2.0
34,2023-04-29 00:03:30.796654,Moneyline,FLA Panthers,+195,2.95
35,2023-04-29 00:03:30.796654,Moneyline,BOS Bruins,-230,1.43478261
36,2023-04-29 00:04:16.173446,Puck Line,DAL Stars,-150,1.66666667
37,2023-04-29 00:04:16.173446,Puck Line,MIN Wild,+120,2.2
38,2023-04-29 00:04:16.173446,Null,Null,Null,0.0
39,2023-04-29 00:04:16.173446,Null,Null,Null,0.0
40,2023-04-29 00:04:16.173446,Moneyline,DAL Stars,-12500,1.008
41,2023-04-29 00:04:16.173446,Moneyline,MIN Wild,+2000,21.0
42,2023-04-29 00:04:16.173446,Puck Line,COL Avalanche,-130,1.76923077
43,2023-04-29 00:04:16.173446,Puck Line,SEA Kraken,+100,2.0
44,2023-04-29 00:04:16.173446,Total,Over,+120,2.2
45,2023-04-29 00:04:16.173446,Total,Under,-150,1.66666667
46,2023-04-29 00:04:16.173446,Moneyline,COL Avalanche,-2100,1.04761905
47,2023-04-29 00:04:16.173446,Moneyline,SEA Kraken,+1000,11.0
48,2023-04-29 00:04:16.173446,Puck Line,NJ Devils,-230,1.43478261
49,2023-04-29 00:04:16.173446,Puck Line,NY Rangers,+195,2.95
50,2023-04-29 00:04:16.173446,Total,Over,+100,2.0
51,2023-04-29 00:04:16.173446,Total,Under,-120,1.83333334
52,2023-04-29 00:04:16.173446,Moneyline,NJ Devils,+105,2.05
53,2023-04-29 00:04:16.173446,Moneyline,NY Rangers,-125,1.8
54,2023-04-29 00:04:16.173446,Puck Line,TOR Maple Leafs,-260,1.38461539
55,2023-04-29 00:04:16.173446,Puck Line,TB Lightning,+220,3.2
56,2023-04-29 00:04:16.173446,Total,Over,-110,1.90909091
57,2023-04-29 00:04:16.173446,Total,Under,-110,1.90909091
58,2023-04-29 00:04:16.173446,Moneyline,TOR Maple Leafs,-110,1.90909091
59,2023-04-29 00:04:16.173446,Moneyline,TB Lightning,-110,1.90909091
60,2023-04-29 00:04:16.173446,Puck Line,EDM Oilers,+140,2.4
61,2023-04-29 00:04:16.173446,Puck Line,LA Kings,-165,1.60606061
62,2023-04-29 00:04:16.173446,Total,Over,-130,1.76923077
63,2023-04-29 00:04:16.173446,Total,Under,+110,2.1
64,2023-04-29 00:04:16.173446,Moneyline,EDM Oilers,-170,1.5882353
65,2023-04-29 00:04:16.173446,Moneyline,LA Kings,+145,2.45
66,2023-04-29 00:04:16.173446,Puck Line,FLA Panthers,-125,1.8
67,2023-04-29 00:04:16.173446,Puck Line,BOS Bruins,+105,2.05
68,2023-04-29 00:04:16.173446,Total,Over,-120,1.83333334
69,2023-04-29 00:04:16.173446,Total,Under,+100,2.0
70,2023-04-29 00:04:16.173446,Moneyline,FLA Panthers,+195,2.95
71,2023-04-29 00:04:16.173446,Moneyline,BOS Bruins,-230,1.43478261
72,2023-04-29 00:05:03.425897,Puck Line,COL Avalanche,-130,1.76923077
73,2023-04-29 00:05:03.425897,Puck Line,SEA Kraken,+100,2.0
74,2023-04-29 00:05:03.425897,Total,Over,+120,2.2
75,2023-04-29 00:05:03.425897,Total,Under,-150,1.66666667
76,2023-04-29 00:05:03.425897,Moneyline,COL Avalanche,-2100,1.04761905
77,2023-04-29 00:05:03.425897,Moneyline,SEA Kraken,+1000,11.0
78,2023-04-29 00:05:03.425897,Puck Line,NJ Devils,-230,1.43478261
79,2023-04-29 00:05:03.425897,Puck Line,NY Rangers,+195,2.95
80,2023-04-29 00:05:03.425897,Total,Over,+100,2.0
81,2023-04-29 00:05:03.425897,Total,Under,-120,1.83333334
82,2023-04-29 00:05:03.425897,Moneyline,NJ Devils,+105,2.05
83,2023-04-29 00:05:03.425897,Moneyline,NY Rangers,-125,1.8
84,2023-04-29 00:05:03.425897,Puck Line,TOR Maple Leafs,-260,1.38461539
85,2023-04-29 00:05:03.425897,Puck Line,TB Lightning,+220,3.2
86,2023-04-29 00:05:03.425897,Total,Over,-110,1.90909091
87,2023-04-29 00:05:03.425897,Total,Under,-110,1.90909091
88,2023-04-29 00:05:03.425897,Moneyline,TOR Maple Leafs,-110,1.90909091
89,2023-04-29 00:05:03.425897,Moneyline,TB Lightning,-110,1.90909091
90,2023-04-29 00:05:03.425897,Puck Line,EDM Oilers,+140,2.4
91,2023-04-29 00:05:03.425897,Puck Line,LA Kings,-165,1.60606061
92,2023-04-29 00:05:03.425897,Total,Over,-130,1.76923077
93,2023-04-29 00:05:03.425897,Total,Under,+110,2.1
94,2023-04-29 00:05:03.425897,Moneyline,EDM Oilers,-170,1.5882353
95,2023-04-29 00:05:03.425897,Moneyline,LA Kings,+145,2.45
96,2023-04-29 00:05:03.425897,Puck Line,FLA Panthers,-125,1.8
97,2023-04-29 00:05:03.425897,Puck Line,BOS Bruins,+105,2.05
98,2023-04-29 00:05:03.425897,Total,Over,-120,1.83333334
99,2023-04-29 00:05:03.425897,Total,Under,+100,2.0
100,2023-04-29 00:05:03.425897,Moneyline,FLA Panthers,+195,2.95
101,2023-04-29 00:05:03.425897,Moneyline,BOS Bruins,-230,1.43478261
102,2023-04-29 00:05:49.662727,Puck Line,COL Avalanche,-130,1.76923077
103,2023-04-29 00:05:49.662727,Puck Line,SEA Kraken,+100,2.0
104,2023-04-29 00:05:49.662727,Total,Over,+120,2.2
105,2023-04-29 00:05:49.662727,Total,Under,-150,1.66666667
106,2023-04-29 00:05:49.662727,Moneyline,COL Avalanche,-2100,1.04761905
107,2023-04-29 00:05:49.662727,Moneyline,SEA Kraken,+1000,11.0
108,2023-04-29 00:05:49.662727,Puck Line,NJ Devils,-230,1.43478261
109,2023-04-29 00:05:49.662727,Puck Line,NY Rangers,+195,2.95
110,2023-04-29 00:05:49.662727,Total,Over,+100,2.0
111,2023-04-29 00:05:49.662727,Total,Under,-120,1.83333334
112,2023-04-29 00:05:49.662727,Moneyline,NJ Devils,+105,2.05
113,2023-04-29 00:05:49.662727,Moneyline,NY Rangers,-125,1.8
114,2023-04-29 00:05:49.662727,Puck Line,TOR Maple Leafs,-260,1.38461539
115,2023-04-29 00:05:49.662727,Puck Line,TB Lightning,+220,3.2
116,2023-04-29 00:05:49.662727,Total,Over,-110,1.90909091
117,2023-04-29 00:05:49.662727,Total,Under,-110,1.90909091
118,2023-04-29 00:05:49.662727,Moneyline,TOR Maple Leafs,-110,1.90909091
119,2023-04-29 00:05:49.662727,Moneyline,TB Lightning,-110,1.90909091
120,2023-04-29 00:05:49.662727,Puck Line,EDM Oilers,+140,2.4
121,2023-04-29 00:05:49.662727,Puck Line,LA Kings,-165,1.60606061
122,2023-04-29 00:05:49.662727,Total,Over,-130,1.76923077
123,2023-04-29 00:05:49.662727,Total,Under,+110,2.1
124,2023-04-29 00:05:49.662727,Moneyline,EDM Oilers,-170,1.5882353
125,2023-04-29 00:05:49.662727,Moneyline,LA Kings,+145,2.45
126,2023-04-29 00:05:49.662727,Puck Line,FLA Panthers,-125,1.8
127,2023-04-29 00:05:49.662727,Puck Line,BOS Bruins,+105,2.05
128,2023-04-29 00:05:49.662727,Total,Over,-120,1.83333334
129,2023-04-29 00:05:49.662727,Total,Under,+100,2.0
130,2023-04-29 00:05:49.662727,Moneyline,FLA Panthers,+195,2.95
131,2023-04-29 00:05:49.662727,Moneyline,BOS Bruins,-230,1.43478261
132,2023-04-29 00:06:44.946538,Puck Line,COL Avalanche,-130,1.76923077
133,2023-04-29 00:06:44.946538,Puck Line,SEA Kraken,+100,2.0
134,2023-04-29 00:06:44.946538,Total,Over,+120,2.2
135,2023-04-29 00:06:44.946538,Total,Under,-150,1.66666667
136,2023-04-29 00:06:44.946538,Moneyline,COL Avalanche,-2100,1.04761905
137,2023-04-29 00:06:44.946538,Moneyline,SEA Kraken,+1000,11.0
138,2023-04-29 00:06:44.946538,Puck Line,NJ Devils,-230,1.43478261
139,2023-04-29 00:06:44.946538,Puck Line,NY Rangers,+195,2.95
140,2023-04-29 00:06:44.946538,Total,Over,+100,2.0
141,2023-04-29 00:06:44.946538,Total,Under,-120,1.83333334
142,2023-04-29 00:06:44.946538,Moneyline,NJ Devils,+105,2.05
143,2023-04-29 00:06:44.946538,Moneyline,NY Rangers,-125,1.8
144,2023-04-29 00:06:44.946538,Puck Line,TOR Maple Leafs,-260,1.38461539
145,2023-04-29 00:06:44.946538,Puck Line,TB Lightning,+220,3.2
146,2023-04-29 00:06:44.946538,Total,Over,-110,1.90909091
147,2023-04-29 00:06:44.946538,Total,Under,-110,1.90909091
148,2023-04-29 00:06:44.946538,Moneyline,TOR Maple Leafs,-110,1.90909091
149,2023-04-29 00:06:44.946538,Moneyline,TB Lightning,-110,1.90909091
150,2023-04-29 00:06:44.946538,Puck Line,EDM Oilers,+140,2.4
151,2023-04-29 00:06:44.946538,Puck Line,LA Kings,-165,1.60606061
152,2023-04-29 00:06:44.946538,Total,Over,-130,1.76923077
153,2023-04-29 00:06:44.946538,Total,Under,+110,2.1
154,2023-04-29 00:06:44.946538,Moneyline,EDM Oilers,-170,1.5882353
155,2023-04-29 00:06:44.946538,Moneyline,LA Kings,+145,2.45
156,2023-04-29 00:06:44.946538,Puck Line,FLA Panthers,-125,1.8
157,2023-04-29 00:06:44.946538,Puck Line,BOS Bruins,+105,2.05
158,2023-04-29 00:06:44.946538,Total,Over,-120,1.83333334
159,2023-04-29 00:06:44.946538,Total,Under,+100,2.0
160,2023-04-29 00:06:44.946538,Moneyline,FLA Panthers,+195,2.95
161,2023-04-29 00:06:44.946538,Moneyline,BOS Bruins,-230,1.43478261
162,2023-04-29 00:07:43.197766,Puck Line,COL Avalanche,-130,1.76923077
163,2023-04-29 00:07:43.197766,Puck Line,SEA Kraken,+100,2.0
164,2023-04-29 00:07:43.197766,Total,Over,+120,2.2
165,2023-04-29 00:07:43.197766,Total,Under,-150,1.66666667
166,2023-04-29 00:07:43.197766,Moneyline,COL Avalanche,-2100,1.04761905
167,2023-04-29 00:07:43.197766,Moneyline,SEA Kraken,+1000,11.0
168,2023-04-29 00:07:43.197766,Puck Line,NJ Devils,-230,1.43478261
169,2023-04-29 00:07:43.197766,Puck Line,NY Rangers,+195,2.95
170,2023-04-29 00:07:43.197766,Total,Over,+100,2.0
171,2023-04-29 00:07:43.197766,Total,Under,-120,1.83333334
172,2023-04-29 00:07:43.197766,Moneyline,NJ Devils,+105,2.05
173,2023-04-29 00:07:43.197766,Moneyline,NY Rangers,-125,1.8
174,2023-04-29 00:07:43.197766,Puck Line,TOR Maple Leafs,-260,1.38461539
175,2023-04-29 00:07:43.197766,Puck Line,TB Lightning,+220,3.2
176,2023-04-29 00:07:43.197766,Total,Over,-110,1.90909091
177,2023-04-29 00:07:43.197766,Total,Under,-110,1.90909091
178,2023-04-29 00:07:43.197766,Moneyline,TOR Maple Leafs,-110,1.90909091
179,2023-04-29 00:07:43.197766,Moneyline,TB Lightning,-110,1.90909091
180,2023-04-29 00:07:43.197766,Puck Line,EDM Oilers,+140,2.4
181,2023-04-29 00:07:43.197766,Puck Line,LA Kings,-165,1.60606061
182,2023-04-29 00:07:43.197766,Total,Over,-130,1.76923077
183,2023-04-29 00:07:43.197766,Total,Under,+110,2.1
184,2023-04-29 00:07:43.197766,Moneyline,EDM Oilers,-170,1.5882353
185,2023-04-29 00:07:43.197766,Moneyline,LA Kings,+145,2.45
186,2023-04-29 00:07:43.197766,Puck Line,FLA Panthers,-125,1.8
187,2023-04-29 00:07:43.197766,Puck Line,BOS Bruins,+105,2.05
188,2023-04-29 00:07:43.197766,Total,Over,-120,1.83333334
189,2023-04-29 00:07:43.197766,Total,Under,+100,2.0
190,2023-04-29 00:07:43.197766,Moneyline,FLA Panthers,+195,2.95
191,2023-04-29 00:07:43.197766,Moneyline,BOS Bruins,-230,1.43478261
192,2023-04-29 00:08:32.497346,Puck Line,COL Avalanche,-130,1.76923077
193,2023-04-29 00:08:32.497346,Puck Line,SEA Kraken,+100,2.0
194,2023-04-29 00:08:32.497346,Total,Over,+120,2.2
195,2023-04-29 00:08:32.497346,Total,Under,-150,1.66666667
196,2023-04-29 00:08:32.497346,Moneyline,COL Avalanche,-2100,1.04761905
197,2023-04-29 00:08:32.497346,Moneyline,SEA Kraken,+1000,11.0
198,2023-04-29 00:08:32.497346,Puck Line,NJ Devils,-230,1.43478261
199,2023-04-29 00:08:32.497346,Puck Line,NY Rangers,+195,2.95
200,2023-04-29 00:08:32.497346,Total,Over,+100,2.0
201,2023-04-29 00:08:32.497346,Total,Under,-120,1.83333334
202,2023-04-29 00:08:32.497346,Moneyline,NJ Devils,+105,2.05
203,2023-04-29 00:08:32.497346,Moneyline,NY Rangers,-125,1.8
204,2023-04-29 00:08:32.497346,Puck Line,TOR Maple Leafs,-260,1.38461539
205,2023-04-29 00:08:32.497346,Puck Line,TB Lightning,+220,3.2
206,2023-04-29 00:08:32.497346,Total,Over,-110,1.90909091
207,2023-04-29 00:08:32.497346,Total,Under,-110,1.90909091
208,2023-04-29 00:08:32.497346,Moneyline,TOR Maple Leafs,-110,1.90909091
209,2023-04-29 00:08:32.497346,Moneyline,TB Lightning,-110,1.90909091
210,2023-04-29 00:08:32.497346,Puck Line,EDM Oilers,+140,2.4
211,2023-04-29 00:08:32.497346,Puck Line,LA Kings,-165,1.60606061
212,2023-04-29 00:08:32.497346,Total,Over,-130,1.76923077
213,2023-04-29 00:08:32.497346,Total,Under,+110,2.1
214,2023-04-29 00:08:32.497346,Moneyline,EDM Oilers,-170,1.5882353
215,2023-04-29 00:08:32.497346,Moneyline,LA Kings,+145,2.45
216,2023-04-29 00:08:32.497346,Puck Line,FLA Panthers,-125,1.8
217,2023-04-29 00:08:32.497346,Puck Line,BOS Bruins,+105,2.05
218,2023-04-29 00:08:32.497346,Total,Over,-120,1.83333334
219,2023-04-29 00:08:32.497346,Total,Under,+100,2.0
220,2023-04-29 00:08:32.497346,Moneyline,FLA Panthers,+195,2.95
221,2023-04-29 00:08:32.497346,Moneyline,BOS Bruins,-230,1.43478261
222,2023-04-29 00:09:25.983888,Puck Line,COL Avalanche,-130,1.76923077
223,2023-04-29 00:09:25.983888,Puck Line,SEA Kraken,+100,2.0
224,2023-04-29 00:09:25.983888,Total,Over,+120,2.2
225,2023-04-29 00:09:25.983888,Total,Under,-150,1.66666667
226,2023-04-29 00:09:25.983888,Moneyline,COL Avalanche,-2500,1.04
227,2023-04-29 00:09:25.983888,Moneyline,SEA Kraken,+1100,12.0
228,2023-04-29 00:09:25.983888,Puck Line,NJ Devils,-230,1.43478261
229,2023-04-29 00:09:25.983888,Puck Line,NY Rangers,+195,2.95
230,2023-04-29 00:09:25.983888,Total,Over,+100,2.0
231,2023-04-29 00:09:25.983888,Total,Under,-120,1.83333334
232,2023-04-29 00:09:25.983888,Moneyline,NJ Devils,+105,2.05
233,2023-04-29 00:09:25.983888,Moneyline,NY Rangers,-125,1.8
234,2023-04-29 00:09:25.983888,Puck Line,TOR Maple Leafs,-260,1.38461539
235,2023-04-29 00:09:25.983888,Puck Line,TB Lightning,+220,3.2
236,2023-04-29 00:09:25.983888,Total,Over,-110,1.90909091
237,2023-04-29 00:09:25.983888,Total,Under,-110,1.90909091
238,2023-04-29 00:09:25.983888,Moneyline,TOR Maple Leafs,-110,1.90909091
239,2023-04-29 00:09:25.983888,Moneyline,TB Lightning,-110,1.90909091
240,2023-04-29 00:09:25.983888,Puck Line,EDM Oilers,+140,2.4
241,2023-04-29 00:09:25.983888,Puck Line,LA Kings,-165,1.60606061
242,2023-04-29 00:09:25.983888,Total,Over,-130,1.76923077
243,2023-04-29 00:09:25.983888,Total,Under,+110,2.1
244,2023-04-29 00:09:25.983888,Moneyline,EDM Oilers,-170,1.5882353
245,2023-04-29 00:09:25.983888,Moneyline,LA Kings,+145,2.45
246,2023-04-29 00:09:25.983888,Puck Line,FLA Panthers,-125,1.8
247,2023-04-29 00:09:25.983888,Puck Line,BOS Bruins,+105,2.05
248,2023-04-29 00:09:25.983888,Total,Over,-120,1.83333334
249,2023-04-29 00:09:25.983888,Total,Under,+100,2.0
250,2023-04-29 00:09:25.983888,Moneyline,FLA Panthers,+195,2.95
251,2023-04-29 00:09:25.983888,Moneyline,BOS Bruins,-230,1.43478261
252,2023-04-29 00:10:11.282891,Puck Line,COL Avalanche,-130,1.76923077
253,2023-04-29 00:10:11.282891,Puck Line,SEA Kraken,+100,2.0
254,2023-04-29 00:10:11.282891,Total,Over,+120,2.2
255,2023-04-29 00:10:11.282891,Total,Under,-150,1.66666667
256,2023-04-29 00:10:11.282891,Moneyline,COL Avalanche,-2500,1.04
257,2023-04-29 00:10:11.282891,Moneyline,SEA Kraken,+1100,12.0
258,2023-04-29 00:10:11.282891,Puck Line,NJ Devils,-230,1.43478261
259,2023-04-29 00:10:11.282891,Puck Line,NY Rangers,+195,2.95
260,2023-04-29 00:10:11.282891,Total,Over,+100,2.0
261,2023-04-29 00:10:11.282891,Total,Under,-120,1.83333334
262,2023-04-29 00:10:11.282891,Moneyline,NJ Devils,+105,2.05
263,2023-04-29 00:10:11.282891,Moneyline,NY Rangers,-125,1.8
264,2023-04-29 00:10:11.282891,Puck Line,TOR Maple Leafs,-260,1.38461539
265,2023-04-29 00:10:11.282891,Puck Line,TB Lightning,+220,3.2
266,2023-04-29 00:10:11.282891,Total,Over,-110,1.90909091
267,2023-04-29 00:10:11.282891,Total,Under,-110,1.90909091
268,2023-04-29 00:10:11.282891,Moneyline,TOR Maple Leafs,-110,1.90909091
269,2023-04-29 00:10:11.282891,Moneyline,TB Lightning,-110,1.90909091
270,2023-04-29 00:10:11.282891,Puck Line,EDM Oilers,+140,2.4
271,2023-04-29 00:10:11.282891,Puck Line,LA Kings,-165,1.60606061
272,2023-04-29 00:10:11.282891,Total,Over,-130,1.76923077
273,2023-04-29 00:10:11.282891,Total,Under,+110,2.1
274,2023-04-29 00:10:11.282891,Moneyline,EDM Oilers,-170,1.5882353
275,2023-04-29 00:10:11.282891,Moneyline,LA Kings,+145,2.45
276,2023-04-29 00:10:11.282891,Puck Line,FLA Panthers,-125,1.8
277,2023-04-29 00:10:11.282891,Puck Line,BOS Bruins,+105,2.05
278,2023-04-29 00:10:11.282891,Total,Over,-120,1.83333334
279,2023-04-29 00:10:11.282891,Total,Under,+100,2.0
280,2023-04-29 00:10:11.282891,Moneyline,FLA Panthers,+195,2.95
281,2023-04-29 00:10:11.282891,Moneyline,BOS Bruins,-230,1.43478261
282,2023-04-29 00:11:03.534650,Puck Line,COL Avalanche,-130,1.76923077
283,2023-04-29 00:11:03.534650,Puck Line,SEA Kraken,+100,2.0
284,2023-04-29 00:11:03.534650,Total,Over,+120,2.2
285,2023-04-29 00:11:03.534650,Total,Under,-150,1.66666667
286,2023-04-29 00:11:03.534650,Moneyline,COL Avalanche,-2100,1.04761905
287,2023-04-29 00:11:03.534650,Moneyline,SEA Kraken,+1000,11.0
288,2023-04-29 00:11:03.534650,Puck Line,NJ Devils,-230,1.43478261
289,2023-04-29 00:11:03.534650,Puck Line,NY Rangers,+195,2.95
290,2023-04-29 00:11:03.534650,Total,Over,+100,2.0
291,2023-04-29 00:11:03.534650,Total,Under,-120,1.83333334
292,2023-04-29 00:11:03.534650,Moneyline,NJ Devils,+105,2.05
293,2023-04-29 00:11:03.534650,Moneyline,NY Rangers,-125,1.8
294,2023-04-29 00:11:03.534650,Puck Line,TOR Maple Leafs,-260,1.38461539
295,2023-04-29 00:11:03.534650,Puck Line,TB Lightning,+220,3.2
296,2023-04-29 00:11:03.534650,Total,Over,-110,1.90909091
297,2023-04-29 00:11:03.534650,Total,Under,-110,1.90909091
298,2023-04-29 00:11:03.534650,Moneyline,TOR Maple Leafs,-110,1.90909091
299,2023-04-29 00:11:03.534650,Moneyline,TB Lightning,-110,1.90909091
300,2023-04-29 00:11:03.534650,Puck Line,EDM Oilers,+140,2.4
301,2023-04-29 00:11:03.534650,Puck Line,LA Kings,-165,1.60606061
302,2023-04-29 00:11:03.534650,Total,Over,-130,1.76923077
303,2023-04-29 00:11:03.534650,Total,Under,+110,2.1
304,2023-04-29 00:11:03.534650,Moneyline,EDM Oilers,-170,1.5882353
305,2023-04-29 00:11:03.534650,Moneyline,LA Kings,+145,2.45
306,2023-04-29 00:11:03.534650,Puck Line,FLA Panthers,-125,1.8
307,2023-04-29 00:11:03.534650,Puck Line,BOS Bruins,+105,2.05
308,2023-04-29 00:11:03.534650,Total,Over,-120,1.83333334
309,2023-04-29 00:11:03.534650,Total,Under,+100,2.0
310,2023-04-29 00:11:03.534650,Moneyline,FLA Panthers,+195,2.95
311,2023-04-29 00:11:03.534650,Moneyline,BOS Bruins,-230,1.43478261
312,2023-04-29 00:11:59.849096,Puck Line,COL Avalanche,-130,1.76923077
313,2023-04-29 00:11:59.849096,Puck Line,SEA Kraken,+100,2.0
314,2023-04-29 00:11:59.849096,Total,Over,+120,2.2
315,2023-04-29 00:11:59.849096,Total,Under,-150,1.66666667
316,2023-04-29 00:11:59.849096,Moneyline,COL Avalanche,-2100,1.04761905
317,2023-04-29 00:11:59.849096,Moneyline,SEA Kraken,+1000,11.0
318,2023-04-29 00:11:59.849096,Puck Line,NJ Devils,-230,1.43478261
319,2023-04-29 00:11:59.849096,Puck Line,NY Rangers,+195,2.95
320,2023-04-29 00:11:59.849096,Total,Over,+100,2.0
321,2023-04-29 00:11:59.849096,Total,Under,-120,1.83333334
322,2023-04-29 00:11:59.849096,Moneyline,NJ Devils,+105,2.05
323,2023-04-29 00:11:59.849096,Moneyline,NY Rangers,-125,1.8
324,2023-04-29 00:11:59.849096,Puck Line,TOR Maple Leafs,-260,1.38461539
325,2023-04-29 00:11:59.849096,Puck Line,TB Lightning,+220,3.2
326,2023-04-29 00:11:59.849096,Total,Over,-110,1.90909091
327,2023-04-29 00:11:59.849096,Total,Under,-110,1.90909091
328,2023-04-29 00:11:59.849096,Moneyline,TOR Maple Leafs,-110,1.90909091
329,2023-04-29 00:11:59.849096,Moneyline,TB Lightning,-110,1.90909091
330,2023-04-29 00:11:59.849096,Puck Line,EDM Oilers,+140,2.4
331,2023-04-29 00:11:59.849096,Puck Line,LA Kings,-165,1.60606061
332,2023-04-29 00:11:59.849096,Total,Over,-130,1.76923077
333,2023-04-29 00:11:59.849096,Total,Under,+110,2.1
334,2023-04-29 00:11:59.849096,Moneyline,EDM Oilers,-170,1.5882353
335,2023-04-29 00:11:59.849096,Moneyline,LA Kings,+145,2.45
336,2023-04-29 00:11:59.849096,Puck Line,FLA Panthers,-125,1.8
337,2023-04-29 00:11:59.849096,Puck Line,BOS Bruins,+105,2.05
338,2023-04-29 00:11:59.849096,Total,Over,-120,1.83333334
339,2023-04-29 00:11:59.849096,Total,Under,+100,2.0
340,2023-04-29 00:11:59.849096,Moneyline,FLA Panthers,+195,2.95
341,2023-04-29 00:11:59.849096,Moneyline,BOS Bruins,-230,1.43478261
342,2023-04-29 00:12:48.179293,Puck Line,COL Avalanche,-130,1.76923077
343,2023-04-29 00:12:48.179293,Puck Line,SEA Kraken,+100,2.0
344,2023-04-29 00:12:48.179293,Total,Over,+120,2.2
345,2023-04-29 00:12:48.179293,Total,Under,-150,1.66666667
346,2023-04-29 00:12:48.179293,Moneyline,COL Avalanche,-2100,1.04761905
347,2023-04-29 00:12:48.179293,Moneyline,SEA Kraken,+1000,11.0
348,2023-04-29 00:12:48.179293,Puck Line,NJ Devils,-230,1.43478261
349,2023-04-29 00:12:48.179293,Puck Line,NY Rangers,+195,2.95
350,2023-04-29 00:12:48.179293,Total,Over,+100,2.0
351,2023-04-29 00:12:48.179293,Total,Under,-120,1.83333334
352,2023-04-29 00:12:48.179293,Moneyline,NJ Devils,+105,2.05
353,2023-04-29 00:12:48.179293,Moneyline,NY Rangers,-125,1.8
354,2023-04-29 00:12:48.179293,Puck Line,TOR Maple Leafs,-260,1.38461539
355,2023-04-29 00:12:48.179293,Puck Line,TB Lightning,+220,3.2
356,2023-04-29 00:12:48.179293,Total,Over,-110,1.90909091
357,2023-04-29 00:12:48.179293,Total,Under,-110,1.90909091
358,2023-04-29 00:12:48.179293,Moneyline,TOR Maple Leafs,-110,1.90909091
359,2023-04-29 00:12:48.179293,Moneyline,TB Lightning,-110,1.90909091
360,2023-04-29 00:12:48.179293,Puck Line,EDM Oilers,+140,2.4
361,2023-04-29 00:12:48.179293,Puck Line,LA Kings,-165,1.60606061
362,2023-04-29 00:12:48.179293,Total,Over,-130,1.76923077
363,2023-04-29 00:12:48.179293,Total,Under,+110,2.1
364,2023-04-29 00:12:48.179293,Moneyline,EDM Oilers,-170,1.5882353
365,2023-04-29 00:12:48.179293,Moneyline,LA Kings,+145,2.45
366,2023-04-29 00:12:48.179293,Puck Line,FLA Panthers,-125,1.8
367,2023-04-29 00:12:48.179293,Puck Line,BOS Bruins,+105,2.05
368,2023-04-29 00:12:48.179293,Total,Over,-120,1.83333334
369,2023-04-29 00:12:48.179293,Total,Under,+100,2.0
370,2023-04-29 00:12:48.179293,Moneyline,FLA Panthers,+195,2.95
371,2023-04-29 00:12:48.179293,Moneyline,BOS Bruins,-230,1.43478261
372,2023-04-29 00:13:46.458852,Puck Line,COL Avalanche,-130,1.76923077
373,2023-04-29 00:13:46.458852,Puck Line,SEA Kraken,+100,2.0
374,2023-04-29 00:13:46.458852,Total,Over,+130,2.3
