,time,bettype,target,line,decimalodds
14794,2023-04-29 09:03:05.688379,Moneyline,TOR Maple Leafs,-110,1.90909091
14795,2023-04-29 09:03:05.688379,Moneyline,TB Lightning,-110,1.90909091
14796,2023-04-29 09:03:05.688379,Puck Line,NJ Devils,-230,1.43478261
14797,2023-04-29 09:03:05.688379,Puck Line,NY Rangers,+195,2.95
14798,2023-04-29 09:03:05.688379,Total,Over,+100,2.0
14799,2023-04-29 09:03:05.688379,Total,Under,-120,1.83333334
14800,2023-04-29 09:03:05.688379,Moneyline,NJ Devils,+105,2.05
14801,2023-04-29 09:03:05.688379,Moneyline,NY Rangers,-125,1.8
14802,2023-04-29 09:03:05.688379,Puck Line,EDM Oilers,+140,2.4
14803,2023-04-29 09:03:05.688379,Puck Line,LA Kings,-165,1.60606061
14804,2023-04-29 09:03:05.688379,Total,Over,-130,1.76923077
14805,2023-04-29 09:03:05.688379,Total,Under,+110,2.1
14806,2023-04-29 09:03:05.688379,Moneyline,EDM Oilers,-170,1.5882353
14807,2023-04-29 09:03:05.688379,Moneyline,LA Kings,+145,2.45
14808,2023-04-29 09:03:05.688379,Puck Line,FLA Panthers,-125,1.8
14809,2023-04-29 09:03:05.688379,Puck Line,BOS Bruins,+105,2.05
14810,2023-04-29 09:03:05.688379,Total,Over,-120,1.83333334
14811,2023-04-29 09:03:05.688379,Total,Under,+100,2.0
14812,2023-04-29 09:03:05.688379,Moneyline,FLA Panthers,+195,2.95
14813,2023-04-29 09:03:05.688379,Moneyline,BOS Bruins,-230,1.43478261
14814,2023-04-29 09:03:05.688379,Puck Line,SEA Kraken,-135,1.74074075
14815,2023-04-29 09:03:05.688379,Puck Line,COL Avalanche,+115,2.15
14816,2023-04-29 09:03:05.688379,Total,Over,+100,2.0
14817,2023-04-29 09:03:05.688379,Total,Under,-120,1.83333334
14818,2023-04-29 09:03:05.688379,Moneyline,SEA Kraken,+180,2.8
14819,2023-04-29 09:03:05.688379,Moneyline,COL Avalanche,-210,1.47619048
14820,2023-04-29 09:03:51.084348,Puck Line,TOR Maple Leafs,-260,1.38461539
14821,2023-04-29 09:03:51.084348,Puck Line,TB Lightning,+220,3.2
14822,2023-04-29 09:03:51.084348,Total,Over,-110,1.90909091
14823,2023-04-29 09:03:51.084348,Total,Under,-110,1.90909091
14824,2023-04-29 09:03:51.084348,Moneyline,TOR Maple Leafs,-110,1.90909091
14825,2023-04-29 09:03:51.084348,Moneyline,TB Lightning,-110,1.90909091
14826,2023-04-29 09:03:51.084348,Puck Line,NJ Devils,-230,1.43478261
14827,2023-04-29 09:03:51.084348,Puck Line,NY Rangers,+195,2.95
14828,2023-04-29 09:03:51.084348,Total,Over,+100,2.0
14829,2023-04-29 09:03:51.084348,Total,Under,-120,1.83333334
14830,2023-04-29 09:03:51.084348,Moneyline,NJ Devils,+105,2.05
14831,2023-04-29 09:03:51.084348,Moneyline,NY Rangers,-125,1.8
14832,2023-04-29 09:03:51.084348,Puck Line,EDM Oilers,+140,2.4
14833,2023-04-29 09:03:51.084348,Puck Line,LA Kings,-165,1.60606061
14834,2023-04-29 09:03:51.084348,Total,Over,-130,1.76923077
14835,2023-04-29 09:03:51.084348,Total,Under,+110,2.1
14836,2023-04-29 09:03:51.084348,Moneyline,EDM Oilers,-170,1.5882353
14837,2023-04-29 09:03:51.084348,Moneyline,LA Kings,+145,2.45
14838,2023-04-29 09:03:51.084348,Puck Line,FLA Panthers,-125,1.8
14839,2023-04-29 09:03:51.084348,Puck Line,BOS Bruins,+105,2.05
14840,2023-04-29 09:03:51.084348,Total,Over,-120,1.83333334
14841,2023-04-29 09:03:51.084348,Total,Under,+100,2.0
14842,2023-04-29 09:03:51.084348,Moneyline,FLA Panthers,+195,2.95
14843,2023-04-29 09:03:51.084348,Moneyline,BOS Bruins,-230,1.43478261
14844,2023-04-29 09:03:51.084348,Puck Line,SEA Kraken,-135,1.74074075
14845,2023-04-29 09:03:51.084348,Puck Line,COL Avalanche,+115,2.15
14846,2023-04-29 09:03:51.084348,Total,Over,+100,2.0
14847,2023-04-29 09:03:51.084348,Total,Under,-120,1.83333334
14848,2023-04-29 09:03:51.084348,Moneyline,SEA Kraken,+180,2.8
14849,2023-04-29 09:03:51.084348,Moneyline,COL Avalanche,-210,1.47619048
14850,2023-04-29 09:04:50.471302,Puck Line,TOR Maple Leafs,-260,1.38461539
14851,2023-04-29 09:04:50.471302,Puck Line,TB Lightning,+220,3.2
14852,2023-04-29 09:04:50.471302,Total,Over,-110,1.90909091
14853,2023-04-29 09:04:50.471302,Total,Under,-110,1.90909091
14854,2023-04-29 09:04:50.471302,Moneyline,TOR Maple Leafs,-110,1.90909091
14855,2023-04-29 09:04:50.471302,Moneyline,TB Lightning,-110,1.90909091
14856,2023-04-29 09:04:50.471302,Puck Line,NJ Devils,-230,1.43478261
14857,2023-04-29 09:04:50.471302,Puck Line,NY Rangers,+195,2.95
14858,2023-04-29 09:04:50.471302,Total,Over,+100,2.0
14859,2023-04-29 09:04:50.471302,Total,Under,-120,1.83333334
14860,2023-04-29 09:04:50.471302,Moneyline,NJ Devils,+105,2.05
14861,2023-04-29 09:04:50.471302,Moneyline,NY Rangers,-125,1.8
14862,2023-04-29 09:04:50.471302,Puck Line,EDM Oilers,+140,2.4
14863,2023-04-29 09:04:50.471302,Puck Line,LA Kings,-165,1.60606061
14864,2023-04-29 09:04:50.471302,Total,Over,-130,1.76923077
14865,2023-04-29 09:04:50.471302,Total,Under,+110,2.1
14866,2023-04-29 09:04:50.471302,Moneyline,EDM Oilers,-170,1.5882353
14867,2023-04-29 09:04:50.471302,Moneyline,LA Kings,+145,2.45
14868,2023-04-29 09:04:50.471302,Puck Line,FLA Panthers,-125,1.8
14869,2023-04-29 09:04:50.471302,Puck Line,BOS Bruins,+105,2.05
14870,2023-04-29 09:04:50.471302,Total,Over,-120,1.83333334
14871,2023-04-29 09:04:50.471302,Total,Under,+100,2.0
14872,2023-04-29 09:04:50.471302,Moneyline,FLA Panthers,+195,2.95
14873,2023-04-29 09:04:50.471302,Moneyline,BOS Bruins,-230,1.43478261
14874,2023-04-29 09:04:50.471302,Puck Line,SEA Kraken,-135,1.74074075
14875,2023-04-29 09:04:50.471302,Puck Line,COL Avalanche,+115,2.15
14876,2023-04-29 09:04:50.471302,Total,Over,+100,2.0
14877,2023-04-29 09:04:50.471302,Total,Under,-120,1.83333334
14878,2023-04-29 09:04:50.471302,Moneyline,SEA Kraken,+180,2.8
14879,2023-04-29 09:04:50.471302,Moneyline,COL Avalanche,-210,1.47619048
14880,2023-04-29 09:05:48.852814,Puck Line,TOR Maple Leafs,-260,1.38461539
14881,2023-04-29 09:05:48.852814,Puck Line,TB Lightning,+220,3.2
14882,2023-04-29 09:05:48.852814,Total,Over,-110,1.90909091
14883,2023-04-29 09:05:48.852814,Total,Under,-110,1.90909091
14884,2023-04-29 09:05:48.852814,Moneyline,TOR Maple Leafs,-110,1.90909091
14885,2023-04-29 09:05:48.852814,Moneyline,TB Lightning,-110,1.90909091
14886,2023-04-29 09:05:48.852814,Puck Line,NJ Devils,-230,1.43478261
14887,2023-04-29 09:05:48.852814,Puck Line,NY Rangers,+195,2.95
14888,2023-04-29 09:05:48.852814,Total,Over,+100,2.0
14889,2023-04-29 09:05:48.852814,Total,Under,-120,1.83333334
14890,2023-04-29 09:05:48.852814,Moneyline,NJ Devils,+105,2.05
14891,2023-04-29 09:05:48.852814,Moneyline,NY Rangers,-125,1.8
14892,2023-04-29 09:05:48.852814,Puck Line,EDM Oilers,+140,2.4
14893,2023-04-29 09:05:48.852814,Puck Line,LA Kings,-165,1.60606061
14894,2023-04-29 09:05:48.852814,Total,Over,-130,1.76923077
14895,2023-04-29 09:05:48.852814,Total,Under,+110,2.1
14896,2023-04-29 09:05:48.852814,Moneyline,EDM Oilers,-170,1.5882353
14897,2023-04-29 09:05:48.852814,Moneyline,LA Kings,+145,2.45
14898,2023-04-29 09:05:48.852814,Puck Line,FLA Panthers,-125,1.8
14899,2023-04-29 09:05:48.852814,Puck Line,BOS Bruins,+105,2.05
14900,2023-04-29 09:05:48.852814,Total,Over,-120,1.83333334
14901,2023-04-29 09:05:48.852814,Total,Under,+100,2.0
14902,2023-04-29 09:05:48.852814,Moneyline,FLA Panthers,+195,2.95
14903,2023-04-29 09:05:48.852814,Moneyline,BOS Bruins,-230,1.43478261
14904,2023-04-29 09:05:48.852814,Puck Line,SEA Kraken,-135,1.74074075
14905,2023-04-29 09:05:48.852814,Puck Line,COL Avalanche,+115,2.15
14906,2023-04-29 09:05:48.852814,Total,Over,+100,2.0
14907,2023-04-29 09:05:48.852814,Total,Under,-120,1.83333334
14908,2023-04-29 09:05:48.852814,Moneyline,SEA Kraken,+180,2.8
14909,2023-04-29 09:05:48.852814,Moneyline,COL Avalanche,-210,1.47619048
14910,2023-04-29 09:06:34.295046,Puck Line,TOR Maple Leafs,-260,1.38461539
14911,2023-04-29 09:06:34.295046,Puck Line,TB Lightning,+220,3.2
14912,2023-04-29 09:06:34.295046,Total,Over,-110,1.90909091
14913,2023-04-29 09:06:34.295046,Total,Under,-110,1.90909091
14914,2023-04-29 09:06:34.295046,Moneyline,TOR Maple Leafs,-110,1.90909091
14915,2023-04-29 09:06:34.295046,Moneyline,TB Lightning,-110,1.90909091
14916,2023-04-29 09:06:34.295046,Puck Line,NJ Devils,-230,1.43478261
14917,2023-04-29 09:06:34.295046,Puck Line,NY Rangers,+195,2.95
14918,2023-04-29 09:06:34.295046,Total,Over,+100,2.0
14919,2023-04-29 09:06:34.295046,Total,Under,-120,1.83333334
14920,2023-04-29 09:06:34.295046,Moneyline,NJ Devils,+105,2.05
14921,2023-04-29 09:06:34.295046,Moneyline,NY Rangers,-125,1.8
14922,2023-04-29 09:06:34.295046,Puck Line,EDM Oilers,+140,2.4
14923,2023-04-29 09:06:34.295046,Puck Line,LA Kings,-165,1.60606061
14924,2023-04-29 09:06:34.295046,Total,Over,-130,1.76923077
14925,2023-04-29 09:06:34.295046,Total,Under,+110,2.1
14926,2023-04-29 09:06:34.295046,Moneyline,EDM Oilers,-170,1.5882353
14927,2023-04-29 09:06:34.295046,Moneyline,LA Kings,+145,2.45
14928,2023-04-29 09:06:34.295046,Puck Line,FLA Panthers,-125,1.8
14929,2023-04-29 09:06:34.295046,Puck Line,BOS Bruins,+105,2.05
14930,2023-04-29 09:06:34.295046,Total,Over,-120,1.83333334
14931,2023-04-29 09:06:34.295046,Total,Under,+100,2.0
14932,2023-04-29 09:06:34.295046,Moneyline,FLA Panthers,+195,2.95
14933,2023-04-29 09:06:34.295046,Moneyline,BOS Bruins,-230,1.43478261
14934,2023-04-29 09:06:34.295046,Puck Line,SEA Kraken,-135,1.74074075
14935,2023-04-29 09:06:34.295046,Puck Line,COL Avalanche,+115,2.15
14936,2023-04-29 09:06:34.295046,Total,Over,+100,2.0
14937,2023-04-29 09:06:34.295046,Total,Under,-120,1.83333334
14938,2023-04-29 09:06:34.295046,Moneyline,SEA Kraken,+180,2.8
14939,2023-04-29 09:06:34.295046,Moneyline,COL Avalanche,-210,1.47619048
14940,2023-04-29 09:07:19.740961,Puck Line,TOR Maple Leafs,-260,1.38461539
14941,2023-04-29 09:07:19.740961,Puck Line,TB Lightning,+220,3.2
14942,2023-04-29 09:07:19.740961,Total,Over,-110,1.90909091
14943,2023-04-29 09:07:19.740961,Total,Under,-110,1.90909091
14944,2023-04-29 09:07:19.740961,Moneyline,TOR Maple Leafs,-110,1.90909091
14945,2023-04-29 09:07:19.740961,Moneyline,TB Lightning,-110,1.90909091
14946,2023-04-29 09:07:19.740961,Puck Line,NJ Devils,-230,1.43478261
14947,2023-04-29 09:07:19.740961,Puck Line,NY Rangers,+195,2.95
14948,2023-04-29 09:07:19.740961,Total,Over,+100,2.0
14949,2023-04-29 09:07:19.740961,Total,Under,-120,1.83333334
14950,2023-04-29 09:07:19.740961,Moneyline,NJ Devils,+105,2.05
14951,2023-04-29 09:07:19.740961,Moneyline,NY Rangers,-125,1.8
14952,2023-04-29 09:07:19.740961,Puck Line,EDM Oilers,+140,2.4
14953,2023-04-29 09:07:19.740961,Puck Line,LA Kings,-165,1.60606061
14954,2023-04-29 09:07:19.740961,Total,Over,-130,1.76923077
14955,2023-04-29 09:07:19.740961,Total,Under,+110,2.1
14956,2023-04-29 09:07:19.740961,Moneyline,EDM Oilers,-170,1.5882353
14957,2023-04-29 09:07:19.740961,Moneyline,LA Kings,+145,2.45
14958,2023-04-29 09:07:19.740961,Puck Line,FLA Panthers,-125,1.8
14959,2023-04-29 09:07:19.740961,Puck Line,BOS Bruins,+105,2.05
14960,2023-04-29 09:07:19.740961,Total,Over,-120,1.83333334
14961,2023-04-29 09:07:19.740961,Total,Under,+100,2.0
14962,2023-04-29 09:07:19.740961,Moneyline,FLA Panthers,+195,2.95
14963,2023-04-29 09:07:19.740961,Moneyline,BOS Bruins,-230,1.43478261
14964,2023-04-29 09:07:19.740961,Puck Line,SEA Kraken,-135,1.74074075
14965,2023-04-29 09:07:19.740961,Puck Line,COL Avalanche,+115,2.15
14966,2023-04-29 09:07:19.740961,Total,Over,+100,2.0
14967,2023-04-29 09:07:19.740961,Total,Under,-120,1.83333334
14968,2023-04-29 09:07:19.740961,Moneyline,SEA Kraken,+180,2.8
14969,2023-04-29 09:07:19.740961,Moneyline,COL Avalanche,-210,1.47619048
14970,2023-04-29 09:08:15.171273,Puck Line,TOR Maple Leafs,-260,1.38461539
14971,2023-04-29 09:08:15.171273,Puck Line,TB Lightning,+220,3.2
14972,2023-04-29 09:08:15.171273,Total,Over,-110,1.90909091
14973,2023-04-29 09:08:15.171273,Total,Under,-110,1.90909091
14974,2023-04-29 09:08:15.171273,Moneyline,TOR Maple Leafs,-110,1.90909091
14975,2023-04-29 09:08:15.171273,Moneyline,TB Lightning,-110,1.90909091
14976,2023-04-29 09:08:15.171273,Puck Line,NJ Devils,-230,1.43478261
14977,2023-04-29 09:08:15.171273,Puck Line,NY Rangers,+195,2.95
14978,2023-04-29 09:08:15.171273,Total,Over,+100,2.0
14979,2023-04-29 09:08:15.171273,Total,Under,-120,1.83333334
14980,2023-04-29 09:08:15.171273,Moneyline,NJ Devils,+105,2.05
14981,2023-04-29 09:08:15.171273,Moneyline,NY Rangers,-125,1.8
14982,2023-04-29 09:08:15.171273,Puck Line,EDM Oilers,+140,2.4
14983,2023-04-29 09:08:15.171273,Puck Line,LA Kings,-165,1.60606061
14984,2023-04-29 09:08:15.171273,Total,Over,-130,1.76923077
14985,2023-04-29 09:08:15.171273,Total,Under,+110,2.1
14986,2023-04-29 09:08:15.171273,Moneyline,EDM Oilers,-170,1.5882353
14987,2023-04-29 09:08:15.171273,Moneyline,LA Kings,+145,2.45
14988,2023-04-29 09:08:15.171273,Puck Line,FLA Panthers,-125,1.8
14989,2023-04-29 09:08:15.171273,Puck Line,BOS Bruins,+105,2.05
14990,2023-04-29 09:08:15.171273,Total,Over,-120,1.83333334
14991,2023-04-29 09:08:15.171273,Total,Under,+100,2.0
14992,2023-04-29 09:08:15.171273,Moneyline,FLA Panthers,+195,2.95
14993,2023-04-29 09:08:15.171273,Moneyline,BOS Bruins,-230,1.43478261
14994,2023-04-29 09:08:15.171273,Puck Line,SEA Kraken,-135,1.74074075
14995,2023-04-29 09:08:15.171273,Puck Line,COL Avalanche,+115,2.15
14996,2023-04-29 09:08:15.171273,Total,Over,+100,2.0
14997,2023-04-29 09:08:15.171273,Total,Under,-120,1.83333334
14998,2023-04-29 09:08:15.171273,Moneyline,SEA Kraken,+180,2.8
14999,2023-04-29 09:08:15.171273,Moneyline,COL Avalanche,-210,1.47619048
15000,2023-04-29 09:09:11.557596,Puck Line,TOR Maple Leafs,-260,1.38461539
15001,2023-04-29 09:09:11.557596,Puck Line,TB Lightning,+220,3.2
15002,2023-04-29 09:09:11.557596,Total,Over,-110,1.90909091
15003,2023-04-29 09:09:11.557596,Total,Under,-110,1.90909091
15004,2023-04-29 09:09:11.557596,Moneyline,TOR Maple Leafs,-110,1.90909091
15005,2023-04-29 09:09:11.557596,Moneyline,TB Lightning,-110,1.90909091
15006,2023-04-29 09:09:11.557596,Puck Line,NJ Devils,-230,1.43478261
15007,2023-04-29 09:09:11.557596,Puck Line,NY Rangers,+195,2.95
15008,2023-04-29 09:09:11.557596,Total,Over,+100,2.0
15009,2023-04-29 09:09:11.557596,Total,Under,-120,1.83333334
15010,2023-04-29 09:09:11.557596,Moneyline,NJ Devils,+105,2.05
15011,2023-04-29 09:09:11.557596,Moneyline,NY Rangers,-125,1.8
15012,2023-04-29 09:09:11.557596,Puck Line,EDM Oilers,+140,2.4
15013,2023-04-29 09:09:11.557596,Puck Line,LA Kings,-165,1.60606061
15014,2023-04-29 09:09:11.557596,Total,Over,-130,1.76923077
15015,2023-04-29 09:09:11.557596,Total,Under,+110,2.1
15016,2023-04-29 09:09:11.557596,Moneyline,EDM Oilers,-170,1.5882353
15017,2023-04-29 09:09:11.557596,Moneyline,LA Kings,+145,2.45
15018,2023-04-29 09:09:11.557596,Puck Line,FLA Panthers,-125,1.8
15019,2023-04-29 09:09:11.557596,Puck Line,BOS Bruins,+105,2.05
15020,2023-04-29 09:09:11.557596,Total,Over,-120,1.83333334
15021,2023-04-29 09:09:11.557596,Total,Under,+100,2.0
15022,2023-04-29 09:09:11.557596,Moneyline,FLA Panthers,+195,2.95
15023,2023-04-29 09:09:11.557596,Moneyline,BOS Bruins,-230,1.43478261
15024,2023-04-29 09:09:11.557596,Puck Line,SEA Kraken,-135,1.74074075
15025,2023-04-29 09:09:11.557596,Puck Line,COL Avalanche,+115,2.15
15026,2023-04-29 09:09:11.557596,Total,Over,+100,2.0
15027,2023-04-29 09:09:11.557596,Total,Under,-120,1.83333334
15028,2023-04-29 09:09:11.557596,Moneyline,SEA Kraken,+180,2.8
15029,2023-04-29 09:09:11.557596,Moneyline,COL Avalanche,-210,1.47619048
15030,2023-04-29 09:10:08.939064,Puck Line,TOR Maple Leafs,-260,1.38461539
15031,2023-04-29 09:10:08.939064,Puck Line,TB Lightning,+220,3.2
15032,2023-04-29 09:10:08.939064,Total,Over,-110,1.90909091
15033,2023-04-29 09:10:08.939064,Total,Under,-110,1.90909091
15034,2023-04-29 09:10:08.939064,Moneyline,TOR Maple Leafs,-110,1.90909091
15035,2023-04-29 09:10:08.939064,Moneyline,TB Lightning,-110,1.90909091
15036,2023-04-29 09:10:08.939064,Puck Line,NJ Devils,-230,1.43478261
15037,2023-04-29 09:10:08.939064,Puck Line,NY Rangers,+195,2.95
15038,2023-04-29 09:10:08.939064,Total,Over,+100,2.0
15039,2023-04-29 09:10:08.939064,Total,Under,-120,1.83333334
15040,2023-04-29 09:10:08.939064,Moneyline,NJ Devils,+105,2.05
15041,2023-04-29 09:10:08.939064,Moneyline,NY Rangers,-125,1.8
15042,2023-04-29 09:10:08.939064,Puck Line,EDM Oilers,+140,2.4
15043,2023-04-29 09:10:08.939064,Puck Line,LA Kings,-165,1.60606061
15044,2023-04-29 09:10:08.939064,Total,Over,-130,1.76923077
15045,2023-04-29 09:10:08.939064,Total,Under,+110,2.1
15046,2023-04-29 09:10:08.939064,Moneyline,EDM Oilers,-170,1.5882353
15047,2023-04-29 09:10:08.939064,Moneyline,LA Kings,+145,2.45
15048,2023-04-29 09:10:08.939064,Puck Line,FLA Panthers,-125,1.8
15049,2023-04-29 09:10:08.939064,Puck Line,BOS Bruins,+105,2.05
15050,2023-04-29 09:10:08.939064,Total,Over,-120,1.83333334
15051,2023-04-29 09:10:08.939064,Total,Under,+100,2.0
15052,2023-04-29 09:10:08.939064,Moneyline,FLA Panthers,+195,2.95
15053,2023-04-29 09:10:08.939064,Moneyline,BOS Bruins,-230,1.43478261
15054,2023-04-29 09:10:08.939064,Puck Line,SEA Kraken,-135,1.74074075
15055,2023-04-29 09:10:08.939064,Puck Line,COL Avalanche,+115,2.15
15056,2023-04-29 09:10:08.939064,Total,Over,+100,2.0
15057,2023-04-29 09:10:08.939064,Total,Under,-120,1.83333334
15058,2023-04-29 09:10:08.939064,Moneyline,SEA Kraken,+180,2.8
15059,2023-04-29 09:10:08.939064,Moneyline,COL Avalanche,-210,1.47619048
15060,2023-04-29 09:11:01.296451,Puck Line,TOR Maple Leafs,-260,1.38461539
15061,2023-04-29 09:11:01.296451,Puck Line,TB Lightning,+220,3.2
15062,2023-04-29 09:11:01.296451,Total,Over,-110,1.90909091
15063,2023-04-29 09:11:01.296451,Total,Under,-110,1.90909091
15064,2023-04-29 09:11:01.296451,Moneyline,TOR Maple Leafs,-110,1.90909091
15065,2023-04-29 09:11:01.296451,Moneyline,TB Lightning,-110,1.90909091
15066,2023-04-29 09:11:01.296451,Puck Line,NJ Devils,-230,1.43478261
15067,2023-04-29 09:11:01.296451,Puck Line,NY Rangers,+195,2.95
15068,2023-04-29 09:11:01.296451,Total,Over,+100,2.0
15069,2023-04-29 09:11:01.296451,Total,Under,-120,1.83333334
15070,2023-04-29 09:11:01.296451,Moneyline,NJ Devils,+105,2.05
15071,2023-04-29 09:11:01.296451,Moneyline,NY Rangers,-125,1.8
15072,2023-04-29 09:11:01.296451,Puck Line,EDM Oilers,+140,2.4
15073,2023-04-29 09:11:01.296451,Puck Line,LA Kings,-165,1.60606061
15074,2023-04-29 09:11:01.296451,Total,Over,-130,1.76923077
15075,2023-04-29 09:11:01.296451,Total,Under,+110,2.1
15076,2023-04-29 09:11:01.296451,Moneyline,EDM Oilers,-170,1.5882353
15077,2023-04-29 09:11:01.296451,Moneyline,LA Kings,+145,2.45
15078,2023-04-29 09:11:01.296451,Puck Line,FLA Panthers,-125,1.8
15079,2023-04-29 09:11:01.296451,Puck Line,BOS Bruins,+105,2.05
15080,2023-04-29 09:11:01.296451,Total,Over,-120,1.83333334
15081,2023-04-29 09:11:01.296451,Total,Under,+100,2.0
15082,2023-04-29 09:11:01.296451,Moneyline,FLA Panthers,+195,2.95
15083,2023-04-29 09:11:01.296451,Moneyline,BOS Bruins,-230,1.43478261
15084,2023-04-29 09:11:01.296451,Puck Line,SEA Kraken,-135,1.74074075
15085,2023-04-29 09:11:01.296451,Puck Line,COL Avalanche,+115,2.15
15086,2023-04-29 09:11:01.296451,Total,Over,+100,2.0
15087,2023-04-29 09:11:01.296451,Total,Under,-120,1.83333334
15088,2023-04-29 09:11:01.296451,Moneyline,SEA Kraken,+180,2.8
15089,2023-04-29 09:11:01.296451,Moneyline,COL Avalanche,-210,1.47619048
15090,2023-04-29 09:11:59.675085,Puck Line,TOR Maple Leafs,-260,1.38461539
15091,2023-04-29 09:11:59.675085,Puck Line,TB Lightning,+220,3.2
15092,2023-04-29 09:11:59.675085,Total,Over,-110,1.90909091
15093,2023-04-29 09:11:59.675085,Total,Under,-110,1.90909091
15094,2023-04-29 09:11:59.675085,Moneyline,TOR Maple Leafs,-110,1.90909091
15095,2023-04-29 09:11:59.675085,Moneyline,TB Lightning,-110,1.90909091
15096,2023-04-29 09:11:59.675085,Puck Line,NJ Devils,-230,1.43478261
15097,2023-04-29 09:11:59.675085,Puck Line,NY Rangers,+195,2.95
15098,2023-04-29 09:11:59.675085,Total,Over,+100,2.0
15099,2023-04-29 09:11:59.675085,Total,Under,-120,1.83333334
15100,2023-04-29 09:11:59.675085,Moneyline,NJ Devils,+105,2.05
15101,2023-04-29 09:11:59.675085,Moneyline,NY Rangers,-125,1.8
15102,2023-04-29 09:11:59.675085,Puck Line,EDM Oilers,+140,2.4
15103,2023-04-29 09:11:59.675085,Puck Line,LA Kings,-165,1.60606061
15104,2023-04-29 09:11:59.675085,Total,Over,-130,1.76923077
15105,2023-04-29 09:11:59.675085,Total,Under,+110,2.1
15106,2023-04-29 09:11:59.675085,Moneyline,EDM Oilers,-170,1.5882353
15107,2023-04-29 09:11:59.675085,Moneyline,LA Kings,+145,2.45
15108,2023-04-29 09:11:59.675085,Puck Line,FLA Panthers,-125,1.8
15109,2023-04-29 09:11:59.675085,Puck Line,BOS Bruins,+105,2.05
15110,2023-04-29 09:11:59.675085,Total,Over,-120,1.83333334
15111,2023-04-29 09:11:59.675085,Total,Under,+100,2.0
15112,2023-04-29 09:11:59.675085,Moneyline,FLA Panthers,+195,2.95
15113,2023-04-29 09:11:59.675085,Moneyline,BOS Bruins,-230,1.43478261
15114,2023-04-29 09:11:59.675085,Puck Line,SEA Kraken,-135,1.74074075
15115,2023-04-29 09:11:59.675085,Puck Line,COL Avalanche,+115,2.15
15116,2023-04-29 09:11:59.675085,Total,Over,+100,2.0
15117,2023-04-29 09:11:59.675085,Total,Under,-120,1.83333334
15118,2023-04-29 09:11:59.675085,Moneyline,SEA Kraken,+180,2.8
15119,2023-04-29 09:11:59.675085,Moneyline,COL Avalanche,-210,1.47619048
15120,2023-04-29 09:12:55.066801,Puck Line,TOR Maple Leafs,-260,1.38461539
15121,2023-04-29 09:12:55.066801,Puck Line,TB Lightning,+220,3.2
15122,2023-04-29 09:12:55.066801,Total,Over,-110,1.90909091
15123,2023-04-29 09:12:55.066801,Total,Under,-110,1.90909091
15124,2023-04-29 09:12:55.066801,Moneyline,TOR Maple Leafs,-110,1.90909091
15125,2023-04-29 09:12:55.066801,Moneyline,TB Lightning,-110,1.90909091
15126,2023-04-29 09:12:55.066801,Puck Line,NJ Devils,-230,1.43478261
15127,2023-04-29 09:12:55.066801,Puck Line,NY Rangers,+195,2.95
15128,2023-04-29 09:12:55.066801,Total,Over,+100,2.0
15129,2023-04-29 09:12:55.066801,Total,Under,-120,1.83333334
15130,2023-04-29 09:12:55.066801,Moneyline,NJ Devils,+105,2.05
15131,2023-04-29 09:12:55.066801,Moneyline,NY Rangers,-125,1.8
15132,2023-04-29 09:12:55.066801,Puck Line,EDM Oilers,+140,2.4
15133,2023-04-29 09:12:55.066801,Puck Line,LA Kings,-165,1.60606061
15134,2023-04-29 09:12:55.066801,Total,Over,-130,1.76923077
15135,2023-04-29 09:12:55.066801,Total,Under,+110,2.1
15136,2023-04-29 09:12:55.066801,Moneyline,EDM Oilers,-170,1.5882353
15137,2023-04-29 09:12:55.066801,Moneyline,LA Kings,+145,2.45
15138,2023-04-29 09:12:55.066801,Puck Line,FLA Panthers,-125,1.8
15139,2023-04-29 09:12:55.066801,Puck Line,BOS Bruins,+105,2.05
15140,2023-04-29 09:12:55.066801,Total,Over,-120,1.83333334
15141,2023-04-29 09:12:55.066801,Total,Under,+100,2.0
15142,2023-04-29 09:12:55.066801,Moneyline,FLA Panthers,+195,2.95
15143,2023-04-29 09:12:55.066801,Moneyline,BOS Bruins,-230,1.43478261
15144,2023-04-29 09:12:55.066801,Puck Line,SEA Kraken,-135,1.74074075
15145,2023-04-29 09:12:55.066801,Puck Line,COL Avalanche,+115,2.15
15146,2023-04-29 09:12:55.066801,Total,Over,+100,2.0
15147,2023-04-29 09:12:55.066801,Total,Under,-120,1.83333334
15148,2023-04-29 09:12:55.066801,Moneyline,SEA Kraken,+180,2.8
15149,2023-04-29 09:12:55.066801,Moneyline,COL Avalanche,-210,1.47619048
15150,2023-04-29 09:13:53.444522,Puck Line,TOR Maple Leafs,-260,1.38461539
15151,2023-04-29 09:13:53.444522,Puck Line,TB Lightning,+220,3.2
15152,2023-04-29 09:13:53.444522,Total,Over,-110,1.90909091
15153,2023-04-29 09:13:53.444522,Total,Under,-110,1.90909091
15154,2023-04-29 09:13:53.444522,Moneyline,TOR Maple Leafs,-110,1.90909091
15155,2023-04-29 09:13:53.444522,Moneyline,TB Lightning,-110,1.90909091
15156,2023-04-29 09:13:53.444522,Puck Line,NJ Devils,-230,1.43478261
15157,2023-04-29 09:13:53.444522,Puck Line,NY Rangers,+195,2.95
15158,2023-04-29 09:13:53.444522,Total,Over,+100,2.0
